document,count_sents,all_passives,passive_count,passive_sents_count,passive_percentages,binary,ID,Test,Cond,human_coding
I eat Kimchi since it is part of my Korean culture.,1,[],0,0,0.0,0,ANR81FZBHHR0F,1.0,1,0
The girls culture was forgotten about.,1,['was forgotten'],1,1,1.0,1,A2UOOBZQ5L2EL1,2.0,2,1
Our differences in culture is perhaps what I find most interesting.,1,[],0,0,0.0,0,j2wj0096lt,2.0,1,0
I love how this cuisine tastes ,1,[],0,0,0.0,0,A3NUGUAMBKYMZY,1.0,1,0
Culture makes up our characters.,1,[],0,0,0.0,0,A33TBDS0UALKW2,1.0,1,0
The weekend was improved by the opening of the museum.,1,['was improved'],1,1,1.0,1,A2BT7QVGXJKFKI,1.0,2,1
Jill studies modern art at the local college.,1,[],0,0,0.0,0,A39J8MSTUDVH0D,1.0,1,0
Culture is the core of our society.,1,[],0,0,0.0,0,A15X9KAJB8M54B,2.0,2,0
The woke culture is hilarious.,1,[],0,0,0.0,0,A1CRE2Z623JZ6V,2.0,1,0
Television has become more diverse in 2020.,1,[],0,0,0.0,0,A3H8A6SSZH6MQQ,2.0,2,0
Culture was the main drive of the museum visit.,1,[],0,0,0.0,0,A2137K4XEU12TI,1.0,2,0
Having an expressive personality is part of LGBTQ culture.,1,[],0,0,0.0,0,AMFIHFK9N0OVK,2.0,1,0
I love studying different cultures.,1,[],0,0,0.0,0,A1JAWNX4R60ZZ0,1.0,1,0
I celebrate Christmas with my family.,1,[],0,0,0.0,0,A1MPJYJCUAOFOB,1.0,1,0
I hear very little about culture.,1,[],0,0,0.0,0,A3HT6YYXPBRKN3,2.0,2,0
My culture needs to work together to improve so that we can acheive.,1,[],0,0,0.0,0,A3V9UGWBPDRFSG,1.0,1,0
careers revolve around persons culture.,1,[],0,0,0.0,0,A1ZJ3TU4QJIKLY,2.0,2,0
learning about different cultures is interesting.,1,[],0,0,0.0,0,A129LL7SYP8EOE,2.0,1,0
Cultural studies will always be considered an important part of liberal arts education.,1,['be considered'],1,1,1.0,1,A2VUF0V7HT51Q3,1.0,2,1
I did not check on anything about my culture.,1,[],0,0,0.0,0,A3IB7YJHP04OHI,2.0,2,0
I love to learn about different cultures.,1,[],0,0,0.0,0,A13DHPKBQXN9R7,2.0,1,0
I do not know much about pop culture.,1,[],0,0,0.0,0,A1B3K5W6NZ03U2,1.0,1,0
"The movie was watched by 3,000 people.",1,['was watched'],1,1,1.0,1,A29KJK7GPUF3OT,1.0,2,1
The festival is scheduled for next week.,1,['is scheduled'],1,1,1.0,1,A26A77APE2SUR5,2.0,2,1
The work culture at Google is very relaxed.,1,[],0,0,0.0,0,A8BSFVAPZBIUS ,1.0,1,0
I want to know how to make sushi ,1,[],0,0,0.0,0,A1ADRYNCJIRFOO,1.0,1,0
The traditional dance was performed by the women in the group.,1,['was performed'],1,1,1.0,1,A1PAN54I7HWSZI,1.0,2,1
The culture is changing at breakneck speed ,1,[],0,0,0.0,0,AS8JG1LSWTMGY,2.0,2,0
Great Britain culture is overdue for change.,1,[],0,0,0.0,0,A25D8WXH1F4CG9,1.0,1,0
My culture revolves around my Italian upbringing. ,1,[],0,0,0.0,0,A1TK1M16KJJKEO,1.0,2,0
Leah loved to learn of her culture as time went on.,1,[],0,0,0.0,0,A1282WX3YWXM6E,2.0,1,0
CONCERTS ARE A FUN THING TO DO ON THE WEEKENDS,1,[],0,0,0.0,0,A3SUUPLFBSG1T9,1.0,1,0
Culture was changed by altering the story.,1,['was changed'],1,1,1.0,1,A2T6EBB0Z6TQZS  ,1.0,2,1
The young girls sighed as they were tired from dancing on Tik Tok. ,1,[],0,0,0.0,0,A3G1X3IP2VM4IK,2.0,2,0
Her culture was known to celebrate on that day.,1,['was known'],1,1,1.0,1,A1KRDCZ1YYBUIZ,1.0,1,1
We were interested in the Asian exhibits. ,1,[],0,0,0.0,0,A1X84CLJ7N1PLZ,1.0,2,0
Choose your culture wisely.,1,[],0,0,0.0,0,A141B3S3ZLY8DI,2.0,2,0
The culture dictates the rules.,1,[],0,0,0.0,0,A1BDJMFP24FBGL,1.0,1,0
the show told me about culture,1,[],0,0,0.0,0,A3F34OE3VQ7W0V,1.0,2,0
Minority cultures assimilate into the dominant culture over time.,1,[],0,0,0.0,0,A2BQ5JORLYGZMV,2.0,2,0
We are celebrating Christmas ,1,[],0,0,0.0,0,A3ONF400XL2Y9U,1.0,1,0
Downtown is full of culture.,1,[],0,0,0.0,0,A2HDZE2L9EX2SY,1.0,1,0
Americans are mindconrolled by NBA,1,['are mindconrolled'],1,1,1.0,1,A2EY0J9LOPU3TU,1.0,2,1
Pop culture is unimportant in the grand scheme of things.,1,[],0,0,0.0,0,A20SXG1DHDIDI7,1.0,1,0
The culture exhibit was victimized by vandalism,1,['was victimized'],1,1,1.0,1,A2Y81T0DIFJ866,1.0,2,1
I really enjoy embracing my culture and uplifting those who do as well ,1,[],0,0,0.0,0,A2MF4QDKE40KVN,1.0,1,0
we all have different cultures,1,[],0,0,0.0,0,A7Z6P6K85HX54,1.0,2,0
Culture varies across our country.,1,[],0,0,0.0,0,A2PY9UB56M2PP2,1.0,1,0
American culture is in decline. ,1,[],0,0,0.0,0,A2JUTTLDE5LGHH,1.0,2,0
The french has an unique culture,1,[],0,0,0.0,0,A2F58OOW7K3DD2,1.0,1,0
It was in Marvin culture to celebrate different holiday.,1,[],0,0,0.0,0,A1QW2XUJ7KZCV5,2.0,2,0
They just always do things the wrong way. ,1,[],0,0,0.0,0,A3G3TIX6FEMN8R,2.0,2,0
Cats don like to eat asparagus.,1,[],0,0,0.0,0,A2DDPSXH2X96RF,1.0,1,0
I love the culture,1,[],0,0,0.0,0,A2BZY06YRWGEDL,2.0,1,0
The trend was popular among teens.,1,[],0,0,0.0,0,A1C8FN01981A69,2.0,2,0
 Chinese is sub-category of Asian.,1,[],0,0,0.0,0,A2DU76P3SED4T6,2.0,1,0
I wanted to be at the top of culture,1,[],0,0,0.0,0,AYSX5GNO640MZ,1.0,1,0
I made my mother famous Italian dish for my friends.,1,[],0,0,0.0,0,A2R30HQXQN76IC,1.0,1,0
Some say culture is dead in the 21st century.,1,[],0,0,0.0,0,AMDUEMZUK9GJC,1.0,1,0
The walls were covered in vibrant grafitti.,1,['were covered'],1,1,1.0,1,A2WS07SCLNP1GV,1.0,2,1
Culture has become very large separator among society today. ,1,[],0,0,0.0,0,A3V3LIPOU53GZQ,2.0,2,0
I ve never been to Safari before.,1,[],0,0,0.0,0,AQDA6OMC4W5V8,1.0,2,0
Billy has learned lot about his culture.,1,[],0,0,0.0,0,A1K3VCFF62LIO2,2.0,1,0
Culture plays huge role in how we see ourselves.,1,[],0,0,0.0,0,A2AFAWJX5LTUVN,2.0,1,0
The new rock band is going to be touring soon.,1,[],0,0,0.0,0,AW8JVJQNLTXND,2.0,1,0
Observing culture is important in society.,1,[],0,0,0.0,0,A26ZENZ5G8AEGM,1.0,1,0
The character of nation is reflected by its culture.,1,['is reflected'],1,1,1.0,1,A3Q9H7A8J8GR01,1.0,2,1
The natives had culture that recognized adulthood at age 12. ,1,[],0,0,0.0,0,A2SULQE4M8C3CM,2.0,2,0
Culture shapes relationships amongst people.,1,[],0,0,0.0,0,A2LDDDJ4WBKB8Y,1.0,1,0
The Mayan culture is very interesting topic to read,1,[],0,0,0.0,0,A2VJ27EN5W4MU,1.0,2,0
She is learning about the culture.,1,[],0,0,0.0,0,A1SBWRAOJBEFIM,1.0,1,0
CULTURE BUILT EVERY TRADITION IN A COMMUNITY.,2,[],0,0,0.0,0,A12JQZP4XVOABB,2.0,2,0
I attend cultural show,1,[],0,0,0.0,0,AE5138F868GYB,1.0,1,0
I believe culture is benefit to society.,1,[],0,0,0.0,0,AY2L2CZ6OKNEA,2.0,1,0
Cheeseburgers are eaten by Americans.,1,['are eaten'],1,1,1.0,1,A2S7LNJG767XIU,1.0,2,1
"To Dalton, the meaning of culture includes language, arts, cuisine, music, social habits and religions.",1,[],0,0,0.0,0,A370S3V5OUNP4E,1.0,1,0
He was going to date outside of his culture.,1,[],0,0,0.0,0,A2ZKKOPPN3AX2G,1.0,2,0
Culture today is out of hand.,1,[],0,0,0.0,0,AH7I3K3OJKA5L,2.0,1,0
Teens love alternative music.,1,[],0,0,0.0,0,A5BCSSPC180AG,2.0,2,0
The culture of the country is not inviting.,1,[],0,0,0.0,0,A1TO9C7AZND1VO,1.0,1,0
I wonder about her culture.,1,[],0,0,0.0,0,AE0C5U5HZ7WR9,2.0,2,0
I teach American Culture at junior college in my state.,1,[],0,0,0.0,0,A1D4RC6K6Y5KAV,2.0,1,0
I am celebrating Christmas with my family because I grew up in the western culture.,1,[],0,0,0.0,0,A345TDMHP3DQ3G,1.0,1,0
Their culture was hard to discover ,1,[],0,0,0.0,0,A1U5UPSCURNRAA,2.0,2,0
It is very important to learn about Culture.,1,[],0,0,0.0,0,A18UTX5FD7NPRV,2.0,1,0
There had been great deal of hand wringing about the decline in our culture. ,1,[],0,0,0.0,0,A3T79IEUFBB473,2.0,2,0
Music effects everyone.,1,[],0,0,0.0,0,A3HKD5JYXYBK5Q,1.0,1,0
Cultures are part of yogurt.,1,[],0,0,0.0,0,A3MSMV01T3S53S,2.0,1,0
I loved experiencing the Italian culture when I was there.,1,[],0,0,0.0,0,A2JAE9P7FQXU2T,2.0,2,0
Everyone has different and exciting culture.,1,[],0,0,0.0,0,A23K77HMD9APAJ,1.0,1,0
Culture gives unique personality to many countries. ,1,[],0,0,0.0,0,A322UHGPRL2UWO,2.0,1,0
The Mayan beliefe were of future that would end in 2012.,1,[],0,0,0.0,0,A1EDKVYT9ZCGUH,2.0,2,0
I come from long line of Irish Heritage.,1,[],0,0,0.0,0,A3CX8S6Q0QEW8E,1.0,1,0
The culture was already discussed in the book.,1,['was already discussed'],1,1,1.0,1,AYX9OCFWBM939,2.0,2,1
They had gone to temple to learn about her culture.,1,[],0,0,0.0,0,A1HNB2243A2PQH,2.0,2,0
Culture has always been an interesting topic to study.,1,[],0,0,0.0,0,A1Y38T7IZWJQAE,2.0,2,0
The business was made slow by the pandemic.,1,['was made'],1,1,1.0,1,A3ATU3VULAB7K2,2.0,2,1
I want new business card.,1,[],0,0,0.0,0,A1CTJ8UT7SF317,1.0,1,0
I don know much about business.,1,[],0,0,0.0,0,A327Q0Y175MEH7,1.0,1,0
The store owner had to close for the winter.,1,[],0,0,0.0,0,A19TD2J8506A4Y,1.0,2,0
The CEO has just reviewed the financial statements.,1,[],0,0,0.0,0,A2DDXYTEVDV5F5,1.0,1,0
I wish the stocks would go up. ,1,[],0,0,0.0,0,AJ9O2ZA0E8UDZ,2.0,2,0
They invested wisely.,1,[],0,0,0.0,0,AYXXMHLZRAPF9,1.0,1,0
Business is in shambles right now.,1,[],0,0,0.0,0,A3M0L33TPD346S,1.0,1,0
The boom in the economy was led by business.,1,['led by'],1,1,1.0,1,A33GB614ST7J82,1.0,2,1
 The company worked hard to be the top in their field.,1,[],0,0,0.0,0, COPIEDAKHKMEPXX1YZ9,2.0,1,0
Profits increased this fiscal year.,1,[],0,0,0.0,0,A23273YME4RCEB,1.0,1,0
The business was fined for operating without license.,1,['was fined'],1,1,1.0,1,A3O4WYGKH31OX,1.0,2,1
The entire meal was paid for by my boss.,1,['was paid'],1,1,1.0,1,A3NLSGHK6RFXA8,1.0,2,1
Joe attended the business meeting.,1,[],0,0,0.0,0,AOJF7CPZVK5U3,1.0,1,0
The stock market was paid attention to.,1,['was paid'],1,1,1.0,1,A154ZJKRSX6847,1.0,2,1
Business interests are regulated by the federal government.,1,['are regulated'],1,1,1.0,1,A3FXVNZ5VG98IP,1.0,2,1
I started my own small business when I was very young.,1,[],0,0,0.0,0,AYXN53TNFG71P,1.0,1,0
The meeting was rescheduled for tomorrow. ,1,['was rescheduled'],1,1,1.0,1,AMUKX1DM4ASA7,1.0,2,1
China is great place to travel to.,1,[],0,0,0.0,0,AFE7E450NETF2,1.0,1,0
BUSINESS MEN NOT FINE ALL THE TIME. ,1,[],0,0,0.0,0,A2DLZ9PK82J8L2,1.0,1,0
Business is cut throat sport. ,1,['is cut'],1,1,1.0,1,ARON01UO1YK7I,2.0,2,0
Local retail stores are great convenience. ,1,[],0,0,0.0,0,A3RNGN5WLE1OBU,1.0,1,0
I wish I was able to get more money at the bank.,1,[],0,0,0.0,0,A1ZZETG57T5D5X,2.0,2,0
Business is very interesting ,1,[],0,0,0.0,0,A2Z75NJBZ46RE9,1.0,1,0
Big Business was sued by the government.,1,['was sued'],1,1,1.0,1,A1CI5U3BLQ2DDS,1.0,2,1
 Business is good for the economy. ,1,[],0,0,0.0,0,A1CI5U3BLQ2DDS ,1.0,1,0
The salesperson demonstrated his company products in meeting. ,1,[],0,0,0.0,0,ATSNZCC16HIOI,1.0,1,0
I want to own business ,1,[],0,0,0.0,0,A1SWGSFIMZJQE,2.0,2,0
Business is very broad category. ,1,[],0,0,0.0,0,A33UZLF8WW0DV1,2.0,2,0
Schedule all orientation meetings today before leaving the office.,1,[],0,0,0.0,0,A39GP79ULCP9J2,1.0,1,0
Business was good.,1,[],0,0,0.0,0,A2X5BYJKVKSYQQ,1.0,1,0
She didn know how to organize the business ,1,[],0,0,0.0,0,A12S5JDG2D5HEW,2.0,2,0
I am buying stock today.,1,[],0,0,0.0,0,A1FAQI8VXLAMBM,2.0,1,0
The award was won by the top business.,1,['was won'],1,1,1.0,1,A3P1QF00PF2DF9,1.0,2,1
I am looking for business to start up.,1,[],0,0,0.0,0,A16ZLWV0QUJP65,2.0,1,0
Purdue Pharma settled the lawsuit with billions of dollars.,1,[],0,0,0.0,0,AOJD8D9NXVAR3,1.0,1,0
That business has been closed for awhile.,1,['has been closed'],1,1,1.0,1,A1ZLWV0QUJP65,2.0,2,1
Jamal is fantastic business man. ,1,[],0,0,0.0,0,AAL5LUI5U3NAV,1.0,1,0
Her business is of no concern of mine. ,1,[],0,0,0.0,0,A1TK1M16KJJKEO,1.0,2,0
I work for large business,1,[],0,0,0.0,0,A79XOBCSS4NTG,1.0,1,0
Business is hard.,1,[],0,0,0.0,0,A2O3IWIVOZD4S7,1.0,1,0
Business is major at most colleges and universities.,1,[],0,0,0.0,0,A2SVKAI2PNTS79,2.0,2,0
I closed this business.,1,[],0,0,0.0,0,A2O3IWIVOZD4S7,1.0,1,0
The business was shown new idea.,1,['was shown'],1,1,1.0,1,A2VNR6984SDFGQ,1.0,2,1
The market was down. ,1,[],0,0,0.0,0,A3CLBF224TRYC9,1.0,2,0
The girl entered the business located on Main Street.,1,[],0,0,0.0,0,A8TLS2F8LFQ68,1.0,1,0
The business is open today. ,1,[],0,0,0.0,0,AIJPLVW0ULYTH,2.0,1,0
I sure hadn wanted to visit that apple store since it was so busy.,1,[],0,0,0.0,0,A3CX0LXFHZ6I3I,1.0,2,0
I ll start my business in the next few weeks.,1,[],0,0,0.0,0,A2LEBJWW395FST,1.0,1,0
The fundraiser for the business brought in lot of money.,1,[],0,0,0.0,0,AFTSLCMJASJDR,1.0,2,0
Her background was in Business,1,[],0,0,0.0,0,AA0EJ752F121Q,2.0,2,0
The Business closed its doors promptly at 5pm.,1,[],0,0,0.0,0,A2VN0R4EGGV7KE,2.0,1,0
I went to work today and it was long day.,1,[],0,0,0.0,0,AJKA9BKC011F2,2.0,1,0
My family business is affected by the pandemic. ,1,['is affected'],1,1,1.0,1,A2X823PACMMOKP,1.0,1,1
I am leaving this business.,1,[],0,0,0.0,0,ALG1XBLARJ545,1.0,2,0
The business was robbed during the night.,1,['was robbed'],1,1,1.0,1,A2SKOPFTRTNFUY,1.0,2,1
Dressing up is required to attend meeting.,1,['is required'],1,1,1.0,1,A347NXF6NQGM5G,1.0,2,0
The business is doing well,1,[],0,0,0.0,0,AFRKVRPZ2RHY8,1.0,2,0
I am taking Business course and enjoying all that I am learning.,1,[],0,0,0.0,0,A2OZKKX2O0YTLD,2.0,1,0
I called them and got the sale ,1,[],0,0,0.0,0,A240OTT1T85UGT,1.0,1,0
My contributions to the business were not recognized by my father. ,1,['were not recognized'],1,1,1.0,1,A55E4CZQLYYO3,2.0,2,1
The accountant met with the lawyer.,1,[],0,0,0.0,0,A3QNSOORS63W0D,2.0,1,0
Business creates opportunity.,1,[],0,0,0.0,0,A63XZD0XGIMAI,1.0,1,0
Long lunches are often taken when having business meetings.,1,['are often taken'],1,1,1.0,1,A2ONKY3JGB34T3,1.0,2,1
The CEO made all final decisions for the company.,1,[],0,0,0.0,0,AOJD8D9NXVAR3,1.0,1,0
Business grows with society.,1,[],0,0,0.0,0,A33B85TN97HQ33,1.0,1,0
Sprint was bought out by T-Mobile.,1,['was bought'],1,1,1.0,1,A3J72C0SIACZBS,1.0,2,1
Is is expected that business will be good this year.,1,['Is is expected'],1,1,1.0,1,AW3PWVBIGPNAA,1.0,2,1
The business is thriving.,1,[],0,0,0.0,0,AC95JAUAM2L2Z,1.0,1,0
There no business like show business.,1,[],0,0,0.0,0,AFE7E450NETF2,1.0,2,0
I am into business,1,[],0,0,0.0,0,AXR1QGU4KTMSZ,1.0,1,0
The company was involved in community service.,1,[],0,0,0.0,0,COPIEDAKHKMEPXX1YZ9,2.0,2,0
Business is booming,1,[],0,0,0.0,0,AOZBPO12UMPUY,1.0,1,0
Business is booming ,1,[],0,0,0.0,0,A1JSPB0XCFUUG1,2.0,1,0
The accountant was fired.,1,['was fired'],1,1,1.0,1,A2VAG94W4SK18C,1.0,2,1
Business is no fun but it worth it.,1,[],0,0,0.0,0,A2GIT09BQEUM9M,,1,0
Business was taken over. ,1,['was taken'],1,1,1.0,1,A162CO8K267FU8,1.0,2,1
I keep track of my own orders. ,1,[],0,0,0.0,0,A3S9ASZKIIJ3WF,2.0,1,0
Business makes the world go round.,1,[],0,0,0.0,0,A3JUAN2Y9XTK5L,2.0,1,0
He opened the business 10 years ago.,1,[],0,0,0.0,0,A23FK9ROU01U4D,2.0,2,0
The business is not doing well,1,[],0,0,0.0,0,A79XOBCSS4NTG,1.0,2,0
The firm was able to make ton of money this quarter. ,1,[],0,0,0.0,0,AU34Y1DWWQ47O,1.0,1,0
i owned my business,1,[],0,0,0.0,0,A2TWX0MB777CAB,2.0,2,0
Business can be very challenging at times.,1,[],0,0,0.0,0,A1HYNGG8LZUV47,2.0,1,0
The business did not meet the state protocols to remain operational.,1,[],0,0,0.0,0,AQDBBBTN8NE9X,2.0,2,0
Business was boring subject.,1,[],0,0,0.0,0,A36G7I51D5O1M4,2.0,2,0
His business suffered due to the economy.,1,[],0,0,0.0,0,COPIEDAPV3GK8ZEXB0J,1.0,1,0
I take many business trips.,1,[],0,0,0.0,0,A38LW34F26WBJY,1.0,1,0
I run my business online,1,[],0,0,0.0,0,A35TZ4YGDSXSEC,1.0,1,0
Stock prices were mixed after investors faced uncertainty.,1,['were mixed'],1,1,1.0,1,A37CSK5QI41636,1.0,2,0
It is time to close the doors on this business. ,1,[],0,0,0.0,0,ACIWLS3IQPV1J,2.0,1,0
My mom was doing taxes as I watched tv.,1,[],0,0,0.0,0,A1N274L13ZKKI5,1.0,2,0
This business is profitable every year.,1,[],0,0,0.0,0,A3NG205QJ48IM4,1.0,1,0
My cousin got degree in Business.,1,[],0,0,0.0,0,A2I6YPPQK6BU09,1.0,1,0
This business is failing fast. ,1,[],0,0,0.0,0,A1H4MYPDJ2K3VI,2.0,1,0
Salaries were reduced by the CEO.,1,['were reduced'],1,1,1.0,1,A15B294KHVGPFV,1.0,2,1
I really hate Apple,1,[],0,0,0.0,0,A3774HPOUKYTX7,1.0,1,0
They are growing the business.,1,[],0,0,0.0,0,ARTARDCXLJ5H6,2.0,2,0
The DOW is up.,1,[],0,0,0.0,0,A2RCUR9HJ9D0UQ,1.0,2,0
I studied business in college.,1,[],0,0,0.0,0,AO9AKYPPGGGZ4,2.0,1,0
I am an important business man,1,[],0,0,0.0,0,ADIW4L4IGU98R,1.0,1,0
My daily activity involves running my own business.,1,[],0,0,0.0,0,A34IZFOSHOZ4GN,1.0,1,0
I invested ton of money in stocks. ,1,[],0,0,0.0,0,A11ILN5YSUDVG8,1.0,1,0
The presentation from today meeting was developed by the business manager.,1,['was developed'],1,1,1.0,1,A13CFYL1AW272Y,1.0,2,1
The corporation as whole was damaged significantly by the CEO scandal.,1,['was damaged'],1,1,1.0,1,AAFM5PPF9P0W,1.0,2,1
I enjoy working here. ,1,[],0,0,0.0,0,A20P819KPQWCK0,1.0,1,0
The CEO opinion was not heard by the board.,1,['was not heard'],1,1,1.0,1,A2OKJSKQFMCZTP,1.0,2,1
I own my own business.,1,[],0,0,0.0,0,AM0FRMVODTMXA,1.0,1,0
I am going to business meeting in one hour. ,1,[],0,0,0.0,0,A2WSYQ5TS09U1,1.0,1,0
I am activating my bank account today.,1,[],0,0,0.0,0,A1FAQI8VXLAMBM,2.0,1,0
Businesses are very important for the market.,1,[],0,0,0.0,0,A3C9B757QTE20C,2.0,1,0
Business is conducted within the hours of 0900-1700,1,['is conducted'],1,1,1.0,1,AK70USZXEJSF3,2.0,2,1
My business is very important.,1,[],0,0,0.0,0,A3BWZ6V34W8SXX,2.0,1,0
Comic shops were more viable business before the pandemic. ,1,[],0,0,0.0,0,A3U6RDG7BLH6YZ,2.0,1,0
Today business world is suffering because of the pandemic.,1,[],0,0,0.0,0,A2HUWXLMG214BI,2.0,2,0
The bakery was happy with all of it satisfied customers.,1,[],0,0,0.0,0,A16DIQCMNWPBAN,2.0,2,0
I think his business is pretty successful. ,1,[],0,0,0.0,0,A357ADRGNGMMKC,1.0,1,0
Their business is secret.,1,[],0,0,0.0,0,A3V2HVY764HJS4,2.0,1,0
The business man was sent home because he had fever,1,['was sent'],1,1,1.0,1,A2W5PAZJG6X8Q8,2.0,2,1
In business it is easy to become millionaire.,1,[],0,0,0.0,0,A118RTS8BOFIH7,1.0,1,0
The contract was not signed by the business.,1,['was not signed'],1,1,1.0,1,A31CNXHGR49DJR,1.0,2,1
Business is very volatile,1,[],0,0,0.0,0,A3OM2ZQ7FUDTIN,1.0,1,0
"We had business to deal with first, then pleasure.",1,[],0,0,0.0,0,A3PSV85ZUXP9VF,2.0,2,0
I lost all my money from my pizza business,1,[],0,0,0.0,0,A3G11HOZ5PCWOH,2.0,2,0
Businesses suck the money out of folk wallets. ,1,[],0,0,0.0,0,A33ELVLU0NX9N9,1.0,1,0
The CEO has an office in an high rise.,1,[],0,0,0.0,0,A2W434UNNBRS4L,1.0,2,0
I am in the process of purchasing new car.,1,[],0,0,0.0,0,A2EW08X2I87RXL,2.0,1,0
More than 300 employees of the company were laid off on Friday. ,1,['were laid'],1,1,1.0,1,AHTWQSOY6HTJI,1.0,2,1
That meeting made me feel so nervous.,1,[],0,0,0.0,0,A16Y5JEB1EF9CY,1.0,2,0
Business is not very fun.,1,[],0,0,0.0,0,A3M0L33TPD346S,2.0,2,0
The CEO of that company earned very high bonus this year.,1,[],0,0,0.0,0,AY4KZOUEZ8BAM,1.0,1,0
Business is in the heart of commerce.,1,[],0,0,0.0,0,A14Z1JSAR9JEON,1.0,2,0
Mind you business and stay outta mines.,1,[],0,0,0.0,0,A3M2Q7EZCJ85GE,2.0,2,0
His business grew to hugh success over night. ,1,[],0,0,0.0,0,A36W1PIV68AE5K,2.0,2,0
I would like to receive payment for my private business.,1,[],0,0,0.0,0,ANR81FZBHHR0F,1.0,1,0
The business closed after their hours of operation.,1,[],0,0,0.0,0,A2UOOBZQ5L2EL1,2.0,2,0
Keeping his business is what keeps Steve working so hard.,1,[],0,0,0.0,0,j2wj0096lt,2.0,1,0
WE are skyrocketing ,1,[],0,0,0.0,0,A3NUGUAMBKYMZY,1.0,1,0
Business has been bad lately.,1,[],0,0,0.0,0,A33TBDS0UALKW2,1.0,1,0
The company was taken over by its competitor.,1,['was taken'],1,1,1.0,1,A2BT7QVGXJKFKI,1.0,2,1
Amy studies accounting daily and is quite good at it.,1,[],0,0,0.0,0,A39J8MSTUDVH0D,1.0,1,0
Our business has been slow this year.,1,[],0,0,0.0,0,A15X9KAJB8M54B,2.0,2,0
Business is the engine of capitalism.,1,[],0,0,0.0,0,A1CRE2Z623JZ6V,2.0,1,0
The chairman of the board was fired due to lack of sails.,1,['was fired'],1,1,1.0,1,A3H8A6SSZH6MQQ,2.0,2,1
Business was not the prime interest of the family meeting.,1,[],0,0,0.0,0,A2137K4XEU12TI,1.0,2,0
Leaders of business often give speeches and workshops to teach people new to the workforce.,1,[],0,0,0.0,0,AMFIHFK9N0OVK,2.0,1,0
I am starting my own business.,1,[],0,0,0.0,0,A1JAWNX4R60ZZ0,1.0,1,0
I actively invest in the stock market.,1,[],0,0,0.0,0,A1MPJYJCUAOFOB,1.0,1,0
She was told business is necessary.,1,['was told'],1,1,1.0,1,A3HT6YYXPBRKN3,2.0,2,1
My business will excel with the right mentors.,1,[],0,0,0.0,0,A3V9UGWBPDRFSG,1.0,1,0
The shareholders were satisfied with the bosses news about opening new business.,1,[],0,0,0.0,0,A1ZJ3TU4QJIKLY,2.0,2,1
Business is very well known career field.,1,[],0,0,0.0,0,A129LL7SYP8EOE,2.0,1,0
The local Chamber of Commerce was founded in 1952.,1,['was founded'],1,1,1.0,1,A2VUF0V7HT51Q3,1.0,2,1
I never got into business.,1,[],0,0,0.0,0,A3IB7YJHP04OHI,2.0,2,0
The business is doing really well.,1,[],0,0,0.0,0,A13DHPKBQXN9R7,2.0,1,0
The business world has had to adapt to many changes.,1,[],0,0,0.0,0,A1B3K5W6NZ03U2,1.0,1,0
The businesses had been opened in 2019.,1,['had been opened'],1,1,1.0,1,A29KJK7GPUF3OT,1.0,2,1
The business was in jeopardy.,1,[],0,0,0.0,0,A26A77APE2SUR5,2.0,2,0
My business is much more successful than most.,1,[],0,0,0.0,0,A8BSFVAPZBIUS ,1.0,1,0
I am going to get those books done.,1,[],0,0,0.0,0,A1ADRYNCJIRFOO,1.0,1,0
Those items were sold by the top salesperson in the company.,1,['were sold'],1,1,1.0,1,A1PAN54I7HWSZI,1.0,2,1
They are closing down their business.,1,[],0,0,0.0,0,AS8JG1LSWTMGY,2.0,2,0
Business will pick-up as more people get their vaccine.,1,[],0,0,0.0,0,A25D8WXH1F4CG9,1.0,1,0
I lost my business when the economy fell. ,1,[],0,0,0.0,0,A1TK1M16KJJKEO,1.0,2,0
Len majored in business in university.,1,[],0,0,0.0,0,A1282WX3YWXM6E,2.0,1,0
I AM GOING TO EAT AT THE LOCAL SUSHI RESTAURANT TONIGHT,1,[],0,0,0.0,0,A3SUUPLFBSG1T9,1.0,1,0
Business was done as usual.,1,['was done'],1,1,1.0,1,A2T6EBB0Z6TQZS  ,1.0,2,1
The man made sale that went bad. ,1,[],0,0,0.0,0,A3G1X3IP2VM4IK,2.0,2,0
She was seeking position as manager in business.,1,[],0,0,0.0,0,A1KRDCZ1YYBUIZ,1.0,1,0
We were looking at business sites. ,1,[],0,0,0.0,0,A1X84CLJ7N1PLZ,1.0,2,0
Business has been good.,1,[],0,0,0.0,0,A141B3S3ZLY8DI,2.0,2,0
The business was filing for bankruptcy.,1,[],0,0,0.0,0,A1BDJMFP24FBGL,1.0,1,0
the man suceeded greatly at his business,1,[],0,0,0.0,0,A3F34OE3VQ7W0V,1.0,2,0
A small business was bought out by large company.,1,['was bought'],1,1,1.0,1,A2BQ5JORLYGZMV,2.0,2,1
The business is blooming ,1,[],0,0,0.0,0,A3ONF400XL2Y9U,1.0,1,0
Our business is stressful.,1,[],0,0,0.0,0,A2HDZE2L9EX2SY,1.0,1,0
business was shut down,1,['was shut'],1,1,1.0,1,A2EY0J9LOPU3TU,1.0,2,1
The business of marketing is highly profitable.,1,[],0,0,0.0,0,A20SXG1DHDIDI7,1.0,1,0
The old business had been subsumed by the new merger,1,['had been subsumed'],1,1,1.0,1,A2Y81T0DIFJ866,1.0,2,1
